#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
名声	名聲	<span class="tone2">míng</span> <span class="tone1">shēng</span>	<ol><li>reputation</li></ol>			
命题	命題	<span class="tone4">mìng</span> <span class="tone2">tí</span>	<ol><li>proposition (logic, math.)</li><li>to assign an essay topic</li></ol>			
名言		<span class="tone2">míng</span> <span class="tone2">yán</span>	<ol><li>saying</li><li>famous remark</li></ol>			
明智		<span class="tone2">míng</span> <span class="tone4">zhì</span>	<ol><li>sensible</li><li>wise</li><li>judicious</li><li>sagacious</li></ol>			
名著		<span class="tone2">míng</span> <span class="tone4">zhù</span>	<ol><li>masterpiece</li></ol>			
抹		<span class="tone3">mǒ</span>	<ol><li>to smear</li><li>to wipe</li><li>to erase</li><li>classifier for wisps of cloud, light-beams etc</li></ol>			
抹		<span class="tone1">mā</span>	<ol><li>to wipe</li></ol>			<span class="nobr">妈</span>
抹		<span class="tone4">mò</span>	<ol><li>to plaster</li><li>to go around</li><li>to skirt</li></ol>			<span class="nobr">万</span> <span class="nobr">末</span> <span class="nobr">没</span> <span class="nobr">磨</span>
墨		<span class="tone4">mò</span>	<ol><li>ink stick</li><li>China ink</li><li>corporal punishment consisting of tattooing characters on the victim's forehead</li></ol>	块|塊(<span class="tone4">kuài</span>)		<span class="nobr">万</span> <span class="nobr">抹</span> <span class="nobr">末</span> <span class="nobr">没</span> <span class="nobr">磨</span>
墨		<span class="tone4">Mò</span>	<ol><li>surname Mo</li></ol>			
默读	默讀	<span class="tone4">mò</span> <span class="tone2">dú</span>	<ol><li>to read in silence</li></ol>			
莫非		<span class="tone4">mò</span> <span class="tone1">fēi</span>	<ol><li>can it be possible that</li><li>could it be</li></ol>			
蘑菇		<span class="tone2">mó</span> <span class="tone5">gu</span>	<ol><li>mushroom</li><li>to pester</li><li>to dawdle</li></ol>			
魔鬼		<span class="tone2">mó</span> <span class="tone3">guǐ</span>	<ol><li>devil</li></ol>			
莫过于	莫過於	<span class="tone4">mò</span> <span class="tone4">guò</span> <span class="tone2">yú</span>	<ol><li>nothing can surpass</li></ol>			
磨合		<span class="tone2">mó</span> <span class="tone2">hé</span>	<ol><li>to break in</li><li>to wear in</li></ol>			
没落	沒落	<span class="tone4">mò</span> <span class="tone4">luò</span>	<ol><li>to decline</li><li>to wane</li></ol>			
莫名其妙		<span class="tone4">mò</span> <span class="tone2">míng</span> <span class="tone2">qí</span> <span class="tone4">miào</span>	<ol><li>(idiom) baffling; bizarre; without rhyme or reason; inexplicable</li></ol>			
默默无闻	默默無聞	<span class="tone4">mò</span> <span class="tone4">mò</span> <span class="tone2">wú</span> <span class="tone2">wén</span>	<ol><li>obscure and unknown (idiom); an outsider without any reputation</li><li>a nobody</li><li>an unknown quantity</li></ol>			
磨难	磨難	<span class="tone2">mó</span> <span class="tone4">nàn</span>	<ol><li>a torment</li><li>a trial</li><li>tribulation</li><li>a cross (to bear)</li><li>well-tried</li></ol>			
模拟	模擬	<span class="tone2">mó</span> <span class="tone3">nǐ</span>	<ol><li>imitation</li><li>to simulate</li><li>to imitate</li><li>analog (device, as opposed to digital)</li></ol>			
默契		<span class="tone4">mò</span> <span class="tone4">qì</span>	<ol><li>tacit understanding</li><li>mutual understanding</li><li>rapport</li><li>connected at a deep level with each other</li><li>(of team members) well coordinated</li><li>tight</li></ol>			
漠然		<span class="tone4">mò</span> <span class="tone2">rán</span>	<ol><li>indifferent</li><li>apathetic</li><li>cold</li></ol>			
末日		<span class="tone4">mò</span> <span class="tone4">rì</span>	<ol><li>last day</li><li>end</li><li>final days</li><li>doomsday</li></ol>			
末日		<span class="tone4">Mò</span> <span class="tone4">rì</span>	<ol><li>Judgment Day (in Christian eschatology)</li></ol>			
陌生		<span class="tone4">mò</span> <span class="tone1">shēng</span>	<ol><li>strange</li><li>unfamiliar</li></ol>			
魔术	魔術	<span class="tone2">mó</span> <span class="tone4">shù</span>	<ol><li>magic</li></ol>			
磨损	磨損	<span class="tone2">mó</span> <span class="tone3">sǔn</span>	<ol><li>to suffer wear and tear; to deteriorate through use; to wear out</li></ol>			
摸索		<span class="tone1">mō</span> <span class="tone5">suo</span>	<ol><li>to feel about</li><li>to grope about</li><li>to fumble</li><li>to do things slowly</li></ol>			
谋害	謀害	<span class="tone2">móu</span> <span class="tone4">hài</span>	<ol><li>to conspire to murder</li><li>to plot against sb's life</li></ol>			
谋求	謀求	<span class="tone2">móu</span> <span class="tone2">qiú</span>	<ol><li>to seek; to strive for</li></ol>			
谋生	謀生	<span class="tone2">móu</span> <span class="tone1">shēng</span>	<ol><li>to seek one's livelihood</li><li>to work to support oneself</li><li>to earn a living</li></ol>			
亩	畝	<span class="tone3">mǔ</span>	<ol><li>classifier for fields</li><li>unit of area equal to one fifteenth of a hectare</li></ol>			<span class="nobr">母</span>
亩	畂	<span class="tone3">mǔ</span>	<ol><li>old variant of 畝｜亩</li></ol>			<span class="nobr">母</span>
亩	畆	<span class="tone3">mǔ</span>	<ol><li>old variant of 畝｜亩</li></ol>			<span class="nobr">母</span>
亩	畮	<span class="tone3">mǔ</span>	<ol><li>old variant of 畝｜亩</li></ol>			<span class="nobr">母</span>
幕		<span class="tone4">mù</span>	<ol><li>curtain or screen</li><li>canopy or tent</li><li>headquarters of a general</li><li>act (of a play)</li></ol>			<span class="nobr">墓</span>
幕	幙	<span class="tone4">mù</span>	<ol><li>old variant of 幕</li><li>curtain</li><li>screen</li></ol>			<span class="nobr">墓</span>
木板		<span class="tone4">mù</span> <span class="tone3">bǎn</span>	<ol><li>slab</li><li>board</li><li>plank</li></ol>	张|張(<span class="tone1">zhāng</span>), 块|塊(<span class="tone4">kuài</span>)		
墓碑		<span class="tone4">mù</span> <span class="tone1">bēi</span>	<ol><li>gravestone</li><li>tombstone</li></ol>			
目不转睛	目不轉睛	<span class="tone4">mù</span> <span class="tone4">bù</span> <span class="tone3">zhuǎn</span> <span class="tone1">jīng</span>	<ol><li>unable to take one's eyes off (idiom); to gaze steadily</li><li>to stare</li></ol>			
木材		<span class="tone4">mù</span> <span class="tone2">cái</span>	<ol><li>wood</li></ol>			
牧场	牧場	<span class="tone4">mù</span> <span class="tone3">chǎng</span>	<ol><li>pasture</li><li>grazing land</li><li>ranch</li></ol>			
牡丹		<span class="tone3">mǔ</span> <span class="tone5">dan</span>	<ol><li>tree peony (Paeonia suffruticosa)</li></ol>			
牡丹		<span class="tone3">Mǔ</span> <span class="tone5">dan</span>	<ol><li>Mudan District of Heze City 菏澤市｜菏泽市, Shandong</li><li>Mutan township in Pingtung County 屏東縣｜屏东县, Taiwan</li></ol>			
目瞪口呆		<span class="tone4">mù</span> <span class="tone4">dèng</span> <span class="tone3">kǒu</span> <span class="tone1">dāi</span>	<ol><li>dumbstruck (idiom); stupefied</li><li>stunned</li></ol>			
墓地		<span class="tone4">mù</span> <span class="tone4">dì</span>	<ol><li>cemetery</li><li>graveyard</li></ol>			<span class="nobr">目的</span>
目的地		<span class="tone4">mù</span> <span class="tone4">dì</span> <span class="tone4">dì</span>	<ol><li>destination (location)</li></ol>			
目睹		<span class="tone4">mù</span> <span class="tone3">dǔ</span>	<ol><li>to witness</li><li>to see at first hand</li><li>to see with one's own eyes</li></ol>			
幕后	幕後	<span class="tone4">mù</span> <span class="tone4">hòu</span>	<ol><li>behind the scenes</li></ol>			
木匠		<span class="tone4">mù</span> <span class="tone4">jiàng</span>	<ol><li>carpenter</li></ol>			
募捐		<span class="tone4">mù</span> <span class="tone1">juān</span>	<ol><li>to solicit contributions; to collect donations</li></ol>			
目录	目錄	<span class="tone4">mù</span> <span class="tone4">lù</span>	<ol><li>catalog</li><li>table of contents</li><li>directory (on computer hard drive)</li><li>list</li><li>contents</li></ol>			
牧民		<span class="tone4">mù</span> <span class="tone2">mín</span>	<ol><li>herdsman</li></ol>			
木偶		<span class="tone4">mù</span> <span class="tone3">ǒu</span>	<ol><li>puppet</li></ol>			
穆斯林		<span class="tone4">Mùsīlín</span>	<ol><li>Muslim</li></ol>			
沐浴露		<span class="tone4">mù</span> <span class="tone4">yù</span> <span class="tone4">lù</span>	<ol><li>shower gel</li></ol>			
目中无人	目中無人	<span class="tone4">mù</span> <span class="tone1">zhōng</span> <span class="tone2">wú</span> <span class="tone2">rén</span>	<ol><li>to consider everyone else beneath one (idiom); so arrogant that no-one else matters</li><li>condescending</li><li>to go about with one's nose in the air</li></ol>			
呐喊	吶喊	<span class="tone4">nà</span> <span class="tone3">hǎn</span>	<ol><li>shout</li><li>rallying cry</li><li>cheering</li><li>to shout</li></ol>			
纳闷儿	納悶兒	<span class="tone4">nà</span> <span class="tone4">mènr</span>	<ol><li>erhua variant of 納悶｜纳闷</li></ol>			
纳入	納入	<span class="tone4">nà</span> <span class="tone4">rù</span>	<ol><li>to bring into</li><li>to channel into</li><li>to integrate into</li><li>to incorporate</li></ol>			
拿手		<span class="tone2">ná</span> <span class="tone3">shǒu</span>	<ol><li>expert in</li><li>good at</li></ol>			
纳税	納稅	<span class="tone4">nà</span> <span class="tone4">shuì</span>	<ol><li>to pay taxes</li></ol>			
纳税人	納稅人	<span class="tone4">nà</span> <span class="tone4">shuì</span> <span class="tone2">rén</span>	<ol><li>taxpayer</li></ol>			
哪知道		<span class="tone3">nǎ</span> <span class="tone1">zhī</span> <span class="tone4">dào</span>	<ol><li>who would have thought that ...?</li></ol>			
乃		<span class="tone3">nǎi</span>	<ol><li>to be</li><li>thus</li><li>so</li><li>therefore</li><li>then</li><li>only</li><li>thereupon</li></ol>			<span class="nobr">奶</span>
耐		<span class="tone4">nài</span>	<ol><li>(bound form) to bear; to endure; to withstand</li></ol>			
耐人寻味	耐人尋味	<span class="tone4">nài</span> <span class="tone2">rén</span> <span class="tone2">xún</span> <span class="tone4">wèi</span>	<ol><li>thought-provoking</li><li>worth thinking over</li><li>to provide food for thought</li></ol>			
耐性		<span class="tone4">nài</span> <span class="tone4">xìng</span>	<ol><li>patience</li></ol>			
乃至		<span class="tone3">nǎi</span> <span class="tone4">zhì</span>	<ol><li>and even</li><li>to go so far as to</li></ol>			
难处	難處	<span class="tone2">nán</span> <span class="tone5">chu</span>	<ol><li>trouble; difficulty; problem</li></ol>			
难得一见	難得一見	<span class="tone2">nán</span> <span class="tone2">dé</span> <span class="tone1">yī</span> <span class="tone4">jiàn</span>	<ol><li>rarely seen</li></ol>			
难点	難點	<span class="tone2">nán</span> <span class="tone3">diǎn</span>	<ol><li>difficulty</li></ol>			
南瓜		<span class="tone2">nán</span> <span class="tone1">guā</span>	<ol><li>pumpkin</li></ol>			
难怪	難怪	<span class="tone2">nán</span> <span class="tone4">guài</span>	<ol><li>(it's) no wonder (that...)</li><li>(it's) not surprising (that)</li></ol>			
难关	難關	<span class="tone2">nán</span> <span class="tone1">guān</span>	<ol><li>difficulty</li><li>crisis</li></ol>			
难堪	難堪	<span class="tone2">nán</span> <span class="tone1">kān</span>	<ol><li>hard to take</li><li>embarrassed</li></ol>			
难说	難說	<span class="tone2">nán</span> <span class="tone1">shuō</span>	<ol><li>hard to tell (i.e. hard to judge or hard to predict)</li><li>cannot bring oneself to say it</li></ol>			
难为情	難為情	<span class="tone2">nán</span> <span class="tone2">wéi</span> <span class="tone2">qíng</span>	<ol><li>embarrassed</li></ol>			
难以置信	難以置信	<span class="tone2">nán</span> <span class="tone3">yǐ</span> <span class="tone4">zhì</span> <span class="tone4">xìn</span>	<ol><li>hard to believe</li><li>incredible</li></ol>			
挠	撓	<span class="tone2">náo</span>	<ol><li>to scratch</li><li>to thwart</li><li>to yield</li></ol>			
脑海	腦海	<span class="tone3">nǎo</span> <span class="tone3">hǎi</span>	<ol><li>the mind</li><li>the brain</li></ol>			
脑筋	腦筋	<span class="tone3">nǎo</span> <span class="tone1">jīn</span>	<ol><li>brains</li><li>mind</li><li>head</li><li>way of thinking</li></ol>			
闹事	鬧事	<span class="tone4">nào</span> <span class="tone4">shì</span>	<ol><li>to cause trouble</li><li>to create a disturbance</li></ol>			
恼羞成怒	惱羞成怒	<span class="tone3">nǎo</span> <span class="tone1">xiū</span> <span class="tone2">chéng</span> <span class="tone4">nù</span>	<ol><li>to fly into a rage out of humiliation</li><li>to be ashamed into anger (idiom)</li></ol>			
闹着玩儿	鬧著玩兒	<span class="tone4">nào</span> <span class="tone5">zhe</span> <span class="tone2">wánr</span>	<ol><li>to play games</li><li>to joke around</li><li>to play a joke on sb</li></ol>			
内存	內存	<span class="tone4">nèi</span> <span class="tone2">cún</span>	<ol><li>internal storage</li><li>computer memory</li><li>random access memory (RAM)</li></ol>			
内阁	內閣	<span class="tone4">nèi</span> <span class="tone2">gé</span>	<ol><li>(government) cabinet</li></ol>			
内涵	內涵	<span class="tone4">nèi</span> <span class="tone2">hán</span>	<ol><li>meaningful content</li><li>implication</li><li>(semantics) connotation</li><li>inner qualities (of a person)</li></ol>			
内行	內行	<span class="tone4">nèi</span> <span class="tone2">háng</span>	<ol><li>expert</li><li>adept</li><li>experienced</li><li>an expert</li><li>a professional</li></ol>			
内幕	內幕	<span class="tone4">nèi</span> <span class="tone4">mù</span>	<ol><li>inside story</li><li>non-public information</li><li>behind the scenes</li><li>internal</li></ol>			
内向	內向	<span class="tone4">nèi</span> <span class="tone4">xiàng</span>	<ol><li>reserved (personality)</li><li>introverted</li><li>(economics etc) domestic-oriented</li></ol>			
内需	內需	<span class="tone4">nèi</span> <span class="tone1">xū</span>	<ol><li>domestic demand</li></ol>			
嫩		<span class="tone4">nèn</span>	<ol><li>young and tender</li><li>(of food) tender; lightly cooked</li><li>(of color) light</li><li>(of a person) inexperienced; unskilled</li></ol>			
嫩	嫰	<span class="tone4">nèn</span>	<ol><li>old variant of 嫩</li></ol>			
能耗		<span class="tone2">néng</span> <span class="tone4">hào</span>	<ol><li>energy consumption</li></ol>			
能耐		<span class="tone2">néng</span> <span class="tone4">nài</span>	<ol><li>ability</li><li>capability</li></ol>			
能人		<span class="tone2">néng</span> <span class="tone2">rén</span>	<ol><li>capable person</li><li>Homo habilis, extinct species of upright East African hominid</li></ol>			
能源		<span class="tone2">néng</span> <span class="tone2">yuán</span>	<ol><li>energy</li><li>power source</li></ol>	个|個(<span class="tone4">gè</span>)		
拟	擬	<span class="tone3">nǐ</span>	<ol><li>to plan to</li><li>to draft (a plan)</li><li>to imitate</li><li>to assess</li><li>to compare</li><li>pseudo-</li></ol>			
